address,real_address,prefix,number,tagname,description,tag_type,Source,SCADA_tagname
D32525,D32525,D,32525,PRT4_POSTWIII_DRAIN_SP,"""PostWIII Drain Preset""",REAL,BOTH,"['N_PRE_POSTW3_4_TIME_SP2_AI', 'N_PRE_POSTW3_4_TIME_SP2', 'N_PRE_POSTW3_4_TIME_SP2_AO']"
D32526,D32526,D,32526,PRT4_POSTWI_WATER_SP,"""PRT4 PostWI Water SP""",DINT,BOTH,"['N_PRE_PRT4_POSTWI_WATER_SP_AI', 'N_PRE_PRT4_POSTWI_WATER_SP', 'N_PRE_PRT4_POSTWI_WATER_SP_AO']"
D32528,D32528,D,32528,PRT4_POSTWII_WATER_SP,"""PRT4 PostWII Water SP""",DINT,BOTH,"['N_PRE_PRT4_POSTWII_WATER_SP_AI', 'N_PRE_PRT4_POSTWII_WATER_SP', 'N_PRE_PRT4_POSTWII_WATER_SP_AO']"
D32530,D32530,D,32530,PRT4_POSTWIII_WATER_SP,"""PRT4 PostWIII Water SP""",DINT,BOTH,['N_PRE_PRT4_POSTWIII_WATER_SP']
D32532,D32532,D,32532,PRT4_PREWASH_WTOT,"""PreWash Water Total""",DINT,BOTH,"['N_PRE_PRT4_PREWASH_WTOT_AI', 'N_PRE_PRT4_PREWASH_WTOT', 'N_PRE_PRT4_PREWASH_WTOT_AO']"
D32533,D32533,D,32533,EXT_ADDR_D32533,,BOOL,PLC,[]
D32534,D32534,D,32534,PRT4_ACID_WTOT,"""Acid Water Total""",DINT,BOTH,"['N_PRE_PRT4_ACID_WTOT_AI', 'N_PRE_PRT4_ACID_WTOT', 'N_PRE_PRT4_ACID_WTOT_AO']"
D32535,D32535,D,32535,EXT_ADDR_D32535,,BOOL,PLC,[]
D32536,D32536,D,32536,PRT4_POSTWI_WTOT,"""PostW I Water Total""",DINT,BOTH,"['N_PRE_PRT4_POSTWI_WTOT_AI', 'N_PRE_PRT4_POSTWI_WTOT', 'N_PRE_PRT4_POSTWI_WTOT_AO']"
D32537,D32537,D,32537,EXT_ADDR_D32537,,BOOL,PLC,[]
D32538,D32538,D,32538,PRT4_POSTWII_WTOT,"""PostW II Water Total""",DINT,BOTH,"['N_PRE_PRT4_POSTWII_WTOT_AI', 'N_PRE_PRT4_POSTWII_WTOT', 'N_PRE_PRT4_POSTWII_WTOT_AO']"
D32539,D32539,D,32539,EXT_ADDR_D32539,,BOOL,PLC,[]
D32540,D32540,D,32540,PRT4_POSTWIII_WTOT,"""PostW III Water Total""",DINT,BOTH,"['N_PRE_PRT4_POSTWIII_WTOT_AI', 'N_PRE_PRT4_POSTWIII_WTOT', 'N_PRE_PRT4_POSTWIII_WTOT_AO']"
D32541,D32541,D,32541,EXT_ADDR_D32541,,BOOL,PLC,[]
D32543,D32543,D,32543,LIT_4001_HIGH_SP,"""High SP""",REAL,BOTH,['N_PRE_LIT_4001_HIGH_SP']
D32545,D32545,D,32545,LIT_4002_HIGH_SP,"""High SP""",REAL,PLC,[]
D32546,D32546,D,32546,PRT4_POSTWI_AGT_SP,"""Time Preset""",REAL,BOTH,"['N_PRE_POSTW1_4_TIME_SP1', 'N_PRE_POSTW1_4_TIME_SP1_AI', 'N_PRE_POSTW1_4_TIME_SP1_AO']"
D32547,D32547,D,32547,PRT4_POSTWII_AGT_SP,"""Time Preset""",REAL,BOTH,"['N_PRE_POSTW2_4_TIME_SP1', 'N_PRE_POSTW2_4_TIME_SP1_AI', 'N_PRE_POSTW2_4_TIME_SP1_AO']"
D32548,D32548,D,32548,PRT4_POSTWIII_AGT_SP,"""Time Preset""",REAL,BOTH,"['N_PRE_POSTW3_4_TIME_SP1_AI', 'N_PRE_POSTW3_4_TIME_SP1', 'N_PRE_POSTW3_4_TIME_SP1_AO']"
D32550,D32550,D,32550,PRT4_ACID_AGT_SP,"""Time Preset""",REAL,BOTH,"['N_PRE_ACID_4_TIME_SP1', 'N_PRE_ACID_4_TIME_SP1_AI', 'N_PRE_ACID_4_TIME_SP1_AO']"
D32552,D32552,D,32552,PRT4_TIM_RMG,"""PRT4 Time Remaining""",REAL,BOTH,"['N_PRE_TIME_REMAINING_P4_AI', 'N_PRE_TIME_REMAINING_P4', 'N_PRE_TIME_REMAINING_P4_AO']"
D32554,D32554,D,32554,PRT4_POSTW4_WATER_SP,"""PRT4 PostW4 Water SP""",DINT,BOTH,"['N_PRE_PRT4_POSTW4_WATER_SP_AI', 'N_PRE_PRT4_POSTW4_WATER_SP', 'N_PRE_PRT4_POSTW4_WATER_SP_AO']"
D32556,D32556,D,32556,PRT4_POSTW4_WTOT,"""PRT4 PostW4 Water Total""",DINT,BOTH,"['N_PRE_PRT4_POSTW4_WTOT_AI', 'N_PRE_PRT4_POSTW4_WTOT', 'N_PRE_PRT4_POSTW4_WTOT_AO']"
D32557,D32557,D,32557,EXT_ADDR_D32557,,BOOL,PLC,[]
D32558,D32558,D,32558,PRT4_POSTW4_AGT_SP,"""Time Preset""",REAL,BOTH,"['N_PRE_POSTW4_4_TIME_SP1', 'N_PRE_POSTW4_4_TIME_SP1_AI', 'N_PRE_POSTW4_4_TIME_SP1_AO']"
D32560,D32560,D,32560,PRT4_POSTWI_CAUSTIC_SP,"""PRT4 PostWI Caustic SP""",REAL,BOTH,"['N_PRE_POSTW1_4_CAUSTIC_SP', 'N_PRE_POSTW1_4_CAUSTIC_AO']"
D32561,D32561,D,32561,PRT4_POSTWII_CAUSTIC_SP,"""PRT4 PostWII Caustic SP""",REAL,BOTH,"['N_PRE_POSTW2_4_CAUSTIC_SP', 'N_PRE_POSTW2_4_CAUSTIC_AO']"
D32562,D32562,D,32562,PRT4_POSTWIII_CAUSTIC_SP,"""PRT4 PostWIII Caustic SP""",REAL,BOTH,"['N_PRE_POSTW3_4_CAUSTIC_SP', 'N_PRE_POSTW3_4_CAUSTIC_AO']"
D32564,D32564,D,32564,PRT4_POSTWI_CAUSTIC_TOTAL,"""PRT4 PostWI Caustic Total""",REAL,BOTH,['N_PRE_POSTW1_4_CAUSTIC_TOT']
D32565,D32565,D,32565,PRT4_POSTWII_CAUSTIC_TOTAL,"""PRT4 PostWII Caustic Total""",REAL,BOTH,['N_PRE_POSTW2_4_CAUSTIC_TOT']
D32566,D32566,D,32566,PRT4_POSTWIII_CAUSTIC_TOTAL,"""PRT4 PostWIII Caustic Total""",REAL,BOTH,['N_PRE_POSTW3_4_CAUSTIC_TOT']
D32570,D32570,D,32570,RECLAIM_TK105_LEVEL,"""Reclaim TK105 Level""",REAL,BOTH,['N_PRE_LIT_TK105_AI']
D32571,D32571,D,32571,FEED_STOP_SP,"""Feed Stop SP""",REAL,BOTH,['N_PRE_LIT_TK105_LOW']
D32572,D32572,D,32572,FEED_START_SP,"""Feed Start SP""",REAL,BOTH,['N_PRE_LIT_TK105_HI']
D32573,D32573,D,32573,ACID_MONTHLY_TOTAL,"""ACID Monthly Total""",REAL,BOTH,"['N_PRE_ACID_TOTAL', 'N_PRE_ACID_TOTAL_BCD']"
D32574,D32574,D,32574,EXT_ADDR_D32574,,BOOL,PLC,[]
D32580,D32580,D,32580,START_OF_10_WORD,"""Start of 10 Word Sludge Address""",REAL,PLC,[]
D32581,D32581,D,32581,EXT_ADDR_D32581,,BOOL,PLC,[]
D32582,D32582,D,32582,EXT_ADDR_D32582,,BOOL,PLC,[]
D32583,D32583,D,32583,EXT_ADDR_D32583,,BOOL,PLC,[]
D32584,D32584,D,32584,EXT_ADDR_D32584,,BOOL,PLC,[]
D32585,D32585,D,32585,EXT_ADDR_D32585,,BOOL,PLC,[]
D32586,D32586,D,32586,EXT_ADDR_D32586,,BOOL,PLC,[]
D32587,D32587,D,32587,EXT_ADDR_D32587,,BOOL,PLC,[]
D32588,D32588,D,32588,EXT_ADDR_D32588,,BOOL,PLC,[]
D32589,D32589,D,32589,EXT_ADDR_D32589,,BOOL,PLC,[]
D32590,D32590,D,32590,PRT4_ACID_DRAIN_4,"""PRT4 Acid Drain 4 min Time""",REAL,PLC,[]
D32600,D32600,D,32600,EXT_ADDR_D32600,,BOOL,PLC,[]
D32601,D32601,D,32601,EXT_ADDR_D32601,,BOOL,PLC,[]
D32604,D32604,D,32604,EXT_ADDR_D32604,,BOOL,PLC,[]
D32605,D32605,D,32605,EXT_ADDR_D32605,,BOOL,PLC,[]
D32606,D32606,D,32606,DT_CAUSTIC_TOTAL_M,"""Day Tank Caustic Monthly Total""",DINT,PLC,[]
D32607,D32607,D,32607,EXT_ADDR_D32607,,BOOL,PLC,[]
D32608,D32608,D,32608,EXT_ADDR_D32608,,BOOL,PLC,[]
D32609,D32609,D,32609,EXT_ADDR_D32609,,BOOL,PLC,[]
D32610,D32610,D,32610,PRT_ACID_WATER_SCL,"""PRT_ACID_WATER_SCL""",REAL,PLC,[]
D32611,D32611,D,32611,EXT_ADDR_D32611,,BOOL,PLC,[]
D32620,D32620,D,32620,START_OF_10_WORD,"""Start of 10 Word Skimming Address""",REAL,PLC,[]
D32621,D32621,D,32621,EXT_ADDR_D32621,,BOOL,PLC,[]
D32622,D32622,D,32622,EXT_ADDR_D32622,,BOOL,PLC,[]
D32623,D32623,D,32623,EXT_ADDR_D32623,,BOOL,PLC,[]
D32624,D32624,D,32624,EXT_ADDR_D32624,,BOOL,PLC,[]
D32625,D32625,D,32625,EXT_ADDR_D32625,,BOOL,PLC,[]
D32626,D32626,D,32626,EXT_ADDR_D32626,,BOOL,PLC,[]
D32627,D32627,D,32627,EXT_ADDR_D32627,,BOOL,PLC,[]
D32628,D32628,D,32628,EXT_ADDR_D32628,,BOOL,PLC,[]
D32629,D32629,D,32629,EXT_ADDR_D32629,,BOOL,PLC,[]
D32630,D32630,D,32630,SKIMMINGS_FIRST_OUT_ADDRESS,"""Skimmings First Out Address""",REAL,PLC,[]
D32631,D32631,D,32631,EXT_ADDR_D32631,,BOOL,PLC,[]
D32650,D32650,D,32650,FQI_121_BUCKET,"""FQI-121 BUCKET""",REAL,PLC,[]
D32651,D32651,D,32651,EXT_ADDR_D32651,,BOOL,PLC,[]
D32652,D32652,D,32652,FIT_121_DOUBLE,"""FIT-121 DOUBLE""",REAL,PLC,[]
D32653,D32653,D,32653,EXT_ADDR_D32653,,BOOL,PLC,[]
D32654,D32654,D,32654,FQI_121,"""FQI-121""",REAL,PLC,[]
D32655,D32655,D,32655,EXT_ADDR_D32655,,BOOL,PLC,[]
D32656,D32656,D,32656,EXT_ADDR_D32656,,BOOL,PLC,[]
D32657,D32657,D,32657,EXT_ADDR_D32657,,BOOL,PLC,[]
D32660,D32660,D,32660,EXT_ADDR_D32660,,BOOL,PLC,[]
D32661,D32661,D,32661,EXT_ADDR_D32661,,BOOL,PLC,[]
D32662,D32662,D,32662,EXT_ADDR_D32662,,BOOL,PLC,[]
D32663,D32663,D,32663,EXT_ADDR_D32663,,BOOL,PLC,[]
D32664,D32664,D,32664,EXT_ADDR_D32664,,BOOL,PLC,[]
D32665,D32665,D,32665,EXT_ADDR_D32665,,BOOL,PLC,[]
D32666,D32666,D,32666,EXT_ADDR_D32666,,BOOL,PLC,[]
D32667,D32667,D,32667,EXT_ADDR_D32667,,BOOL,PLC,[]
D32674,D32674,D,32674,EXT_ADDR_D32674,,BOOL,PLC,[]
D32675,D32675,D,32675,EXT_ADDR_D32675,,BOOL,PLC,[]
D32676,D32676,D,32676,EXT_ADDR_D32676,,BOOL,PLC,[]
D32677,D32677,D,32677,EXT_ADDR_D32677,,BOOL,PLC,[]
D32678,D32678,D,32678,EXT_ADDR_D32678,,BOOL,PLC,[]
D32679,D32679,D,32679,EXT_ADDR_D32679,,BOOL,PLC,[]
D32730,D32730,D,32730,EXT_ADDR_D32730,,BOOL,PLC,[]
D32731,D32731,D,32731,EXT_ADDR_D32731,,BOOL,PLC,[]
D32732,D32732,D,32732,EXT_ADDR_D32732,,BOOL,PLC,[]
D32750,D32750,D,32750,EXT_ADDR_D32750,,BOOL,PLC,[]
D32751,D32751,D,32751,EXT_ADDR_D32751,,BOOL,PLC,[]
D32752,D32752,D,32752,EXT_ADDR_D32752,,BOOL,PLC,[]
D32753,D32753,D,32753,EXT_ADDR_D32753,,BOOL,PLC,[]
D32754,D32754,D,32754,EXT_ADDR_D32754,,BOOL,PLC,[]
D32755,D32755,D,32755,EXT_ADDR_D32755,,BOOL,PLC,[]
H0,H0,H,0,EXT_ADDR_H0,,BOOL,PLC,[]
H0.00,H0.00,H,0.00,EXT_ADDR_H0_00,,BOOL,PLC,[]
H0.01,H0.01,H,0.01,Tag_1FILL1STRT,"""Extractor 1 Start fill 1st Cook""",BOOL,BOTH,"['FILL_START', 'EXT_1_1_ACTIVE_FILL_DI']"
H0.02,H0.02,H,0.02,Tag_1FILL1CMPLT,"""Extractor 1 Fill 1 Complete""",BOOL,BOTH,['EXT_1_1_FINISH_FILL_DI']
H0.03,H0.03,H,0.03,Tag_1HEAT1START,"""Extractor 1 Start Heat Up #1""",BOOL,BOTH,"['EXT_1_1_ACTIVE_HU_START_DI', 'HEATUP_START', 'EXT_1_1_ACTIVE_HU_DI', 'EXT_1_1_ACTIVE_HU_DI_1', 'EXT_1_1_ACTIVE_HU_DI_2']"
H0.04,H0.04,H,0.04,Tag_1HEAT1CMPLT,"""Extractor 1 Heat Up Complete""",BOOL,BOTH,"['EXT_1_1_FINISH_HU_DI', 'EXT_1_1_FINISH_HU_DI_1']"
H0.05,H0.05,H,0.05,Tag_1COOK1CMPLT,"""Extractor 1 Cook Complete""",BOOL,BOTH,['EXT_1_1_FINISH_COOK_DI']
H0.06,H0.06,H,0.06,Tag_1DROP1STRT,"""Extractor 1 Drop Valve Open""",BOOL,BOTH,"['DROP_START', 'EXT_1_1_ACTIVE_DROP_DI']"
H0.07,H0.07,H,0.07,Tag_1DROP1CMPLT,"""Extractor 1 Drop Complete Flag""",BOOL,BOTH,"['EXT_1_1_FINISH_DROP_DI', 'EXT_1_1_FINISH_DROP_DI_1']"
H0.08,H0.08,H,0.08,Tag_1SETL1CMPLT,"""Extractor 1 Settling Time Complete""",BOOL,BOTH,['EXT_1_1_FINISH_SET_DI']
H0.09,H0.09,H,0.09,Tag_1TRNSFR1STRT,"""Extractor 1 1st Cook Transfer Flag""",BOOL,BOTH,['EXT_1_1_ACTIVE_TRAN_DI']
H0.10,H0.10,H,0.10,Tag_1TRNSFR1CMPLT,"""Extractor 1 Transfer Complete""",BOOL,BOTH,['EXT_1_1_FINISH_TRAN_DI']
H0.11,H0.11,H,0.11,Tag_1FILL2STRT,"""Extractor 1 2nd Cook Fill""",BOOL,BOTH,['EXT_1_2_ACTIVE_FILL_DI']
H0.12,H0.12,H,0.12,Tag_1FILL2CMPLT,"""Extractor 1 2nd Cook Fill Complete""",BOOL,BOTH,['EXT_1_2_FINISH_FILL_DI']
H0.13,H0.13,H,0.13,Tag_1HEAT2STRT,"""Extractor 1 Start Heat Up #2""",BOOL,BOTH,"['EXT_1_2_ACTIVE_HU_DI', 'EXT_1_2_ACTIVE_HU_DI_1', 'EXT_1_2_ACTIVE_HU_DI_2']"
H0.14,H0.14,H,0.14,Tag_1HEAT2CMPLT,"""Extractor 1 2nd Cook Heat Up Complete""",BOOL,BOTH,"['EXT_1_2_FINISH_HU_DI', 'EXT_1_2_FINISH_HU_DI_1']"
H0.15,H0.15,H,0.15,Tag_1COOK2CMPLT,"""Extractor 1 2nd Cook Complete""",BOOL,BOTH,['EXT_1_2_FINISH_COOK_DI']
H1,H1,H,1,EXT_ADDR_H1,,BOOL,PLC,[]
H1.00,H1.00,H,1.00,Tag_1DROP2STRT,"""Extractor 1 2nd Cook Drop""",BOOL,BOTH,['EXT_1_2_ACTIVE_DROP_DI']
H1.01,H1.01,H,1.01,Tag_1DROP2CMPLT,"""Extractor 1 Cook 2 Drop Complete""",BOOL,BOTH,"['EXT_1_2_FINISH_DROP_DI', 'EXT_1_2_FINISH_DROP_DI_1']"
H1.02,H1.02,H,1.02,Tag_1SETL2CMPLT,"""Extractor 1 2nd Cook Settling Time Complete""",BOOL,BOTH,['EXT_1_2_FINISH_SET_DI']
H1.03,H1.03,H,1.03,Tag_1TRNSFR2STRT,"""Extractor 1 2nd Cook Transfer""",BOOL,BOTH,['EXT_1_2_ACTIVE_TRAN_DI']
H1.04,H1.04,H,1.04,Tag_1TRNSFR2CMPLT,"""Extractor 1 Transfer Complete""",BOOL,BOTH,['EXT_1_2_FINISH_TRAN_DI']
H1.05,H1.05,H,1.05,Tag_1FILL3STRT,"""Extractor 1 3rd Cook Fill Start""",BOOL,BOTH,['EXT_1_3_ACTIVE_FILL_DI']
H1.06,H1.06,H,1.06,Tag_1HEAT3STRT,"""Extractor 1 Start Heat Up #3""",BOOL,BOTH,"['EXT_1_3_ACTIVE_HU_DI', 'EXT_1_3_ACTIVE_HU_DI_1', 'EXT_1_3_ACTIVE_HU_DI_2']"
H1.07,H1.07,H,1.07,Tag_1HEAT3CMPLT,"""_1HEAT3CMPLT""",BOOL,BOTH,"['EXT_1_3_FINISH_HU_DI', 'EXT_1_3_FINISH_HU_DI_1']"
H1.08,H1.08,H,1.08,Tag_1COOK3CMPLT,"""_1COOK3CMPLT""",BOOL,BOTH,['EXT_1_3_FINISH_COOK_DI']
H1.09,H1.09,H,1.09,Tag_1DROP3STRT,"""_1DROP3STRT""",BOOL,BOTH,['EXT_1_3_ACTIVE_DROP_DI']
H1.10,H1.10,H,1.10,Tag_1DROP3CMPLT,"""_1DROP3CMPLT""",BOOL,BOTH,"['EXT_1_3_FINISH_DROP_DI', 'EXT_1_3_FINISH_DROP_DI_1']"
H1.11,H1.11,H,1.11,Tag_1SETL3CMPLT,"""_1SETL3CMPLT""",BOOL,BOTH,['EXT_1_3_FINISH_SET_DI']
H1.12,H1.12,H,1.12,Tag_1TRNSFR3STRT,"""_1TRNSFR3STRT""",BOOL,BOTH,['EXT_1_3_ACTIVE_TRAN_DI']
H1.13,H1.13,H,1.13,Tag_1TRNSFR3CMPLT,"""_1TRNSFR3CMPLT""",BOOL,BOTH,['EXT_1_3_FINISH_TRAN_DI']
H1.14,H1.14,H,1.14,Tag_1WF4STRT,"""_1WF4STRT""",BOOL,BOTH,['EXT_1_4_ACTIVE_WF_FILL_DI']
H1.15,H1.15,H,1.15,Tag_1WFADDCMPLT,"""Extractor 1 Water Fraction Add Complete""",BOOL,BOTH,['EXT_1_4_FINISH_WF_FILL_DI']
H2,H2,H,2,EXT_ADDR_H2,,BOOL,PLC,[]
H2.00,H2.00,H,2.00,Tag_1FILL4STRT,"""_1FILL4STRT""",BOOL,BOTH,['EXT_1_4_ACTIVE_FILL_DI']
H2.01,H2.01,H,2.01,Tag_1FILL4CMPLT,"""_1FILL4CMPLT""",BOOL,BOTH,['EXT_1_4_FINISH_FILL_DI']
H2.02,H2.02,H,2.02,Tag_1HEAT4STRT,"""Extractor 1 Start Heat Up #4""",BOOL,BOTH,"['EXT_1_4_ACTIVE_HU_DI', 'EXT_1_4_ACTIVE_HU_DI_1', 'EXT_1_4_ACTIVE_HU_DI_2']"
H2.03,H2.03,H,2.03,Tag_1HEAT4CMPLT,"""_1HEAT4CMPLT""",BOOL,BOTH,"['EXT_1_4_FINISH_HU_DI', 'EXT_1_4_FINISH_HU_DI_1']"
H2.04,H2.04,H,2.04,Tag_1COOK4CMPLT,"""_1COOK4CMPLT""",BOOL,BOTH,['EXT_1_4_FINISH_COOK_DI']
H2.05,H2.05,H,2.05,Tag_1DROP4STRT,"""_1DROP4STRT""",BOOL,BOTH,"['EXT_1_4_ACTIVE_DROP_DI', 'EXT1_DROP4_START']"
H2.06,H2.06,H,2.06,Tag_1DROP4CMPLT,"""_1DROP4CMPLT""",BOOL,BOTH,"['EXT_1_4_FINISH_DROP_DI', 'EXT_1_4_FINISH_DROP_DI_1', 'EXT_BATCH_RESET_1_DI']"
H2.07,H2.07,H,2.07,Tag_1SETL4CMPLT,"""_1SETL4CMPLT""",BOOL,BOTH,['EXT_1_4_FINISH_SET_DI']
H2.08,H2.08,H,2.08,Tag_1TRNSFR4STRT,"""_1TRNSFR4STRT""",BOOL,BOTH,['EXT_1_4_ACTIVE_TRAN_DI']
H2.09,H2.09,H,2.09,Tag_1TRNSFR4CMPT,"""_1TRNSFR4CMPT""",BOOL,BOTH,['EXT_1_4_FINISH_TRAN_DI']
H2.10,H2.10,H,2.10,Tag_1FILL3CMPLT,"""_1FILL3CMPLT""",BOOL,BOTH,['EXT_1_3_FINISH_FILL_DI']
H2.11,H2.11,H,2.11,Tag_1WF3START,"""EXT#1 3rd cook water fraction add start""",BOOL,BOTH,['EXT_1_3_ACTIVE_WF_FILL_DI']
H2.12,H2.12,H,2.12,Tag_1WF3ADDCMPLT,"""EXT#1 3rd cook water fraction add complete""",BOOL,BOTH,['EXT_1_3_FINISH_WF_FILL_DI']
H2.13,H2.13,H,2.13,EXT_ADDR_H2_13,,BOOL,PLC,[]
H2.14,H2.14,H,2.14,EXT_ADDR_H2_14,,BOOL,PLC,[]
H2.15,H2.15,H,2.15,EXT_ADDR_H2_15,,BOOL,PLC,[]
H3,H3,H,3,EXT_ADDR_H3,,BOOL,PLC,[]
H3.00,H3.00,H,3.00,Tag_2FILL3CMPLT,"""_2FILL3CMPLT""",BOOL,BOTH,['EXT_2_3_FINISH_FILL_DI']
H3.01,H3.01,H,3.01,Tag_2FILL1STRT,"""_2FILL1STRT""",BOOL,BOTH,['EXT_2_1_ACTIVE_FILL_DI']
H3.02,H3.02,H,3.02,Tag_2FILL1CMPLT,"""_2FILL1CMPLT""",BOOL,BOTH,['EXT_2_1_FINISH_FILL_DI']
H3.03,H3.03,H,3.03,Tag_2HEAT1STRT,"""_2HEAT1STRT""",BOOL,BOTH,"['EXT_2_1_ACTIVE_HU_DI', 'EXT_2_1_ACTIVE_HU_DI_1', 'EXT_2_1_ACTIVE_HU_DI_2']"
H3.04,H3.04,H,3.04,Tag_2HEAT1CMPLT,"""_2HEAT1CMPLT""",BOOL,BOTH,"['EXT_2_1_FINISH_HU_DI', 'EXT_2_1_FINISH_HU_DI_1']"
H3.05,H3.05,H,3.05,Tag_2COOK1CMPLT,"""_2COOK1CMPLT""",BOOL,BOTH,['EXT_2_1_FINISH_COOK_DI']
H3.06,H3.06,H,3.06,Tag_2DROP1STRT,"""_2DROP1STRT""",BOOL,BOTH,['EXT_2_1_ACTIVE_DROP_DI']
H3.07,H3.07,H,3.07,Tag_2DROP1CMPLT,"""_2DROP1CMPLT""",BOOL,BOTH,"['EXT_2_1_FINISH_DROP_DI', 'EXT_2_1_FINISH_DROP_DI_1']"
H3.08,H3.08,H,3.08,Tag_2STL1CMPLT,"""_2STL1CMPLT""",BOOL,BOTH,['EXT_2_1_FINISH_SET_DI']
H3.09,H3.09,H,3.09,Tag_2TRANSFR1STRT,"""_2TRANSFR1STRT""",BOOL,BOTH,['EXT_2_1_ACTIVE_TRAN_DI']
H3.10,H3.10,H,3.10,Tag_2TRNSFR1CMPLT,"""_2TRNSFR1CMPLT""",BOOL,BOTH,['EXT_2_1_FINISH_TRAN_DI']
H3.11,H3.11,H,3.11,Tag_2FILL2STRT,"""_2FILL2STRT""",BOOL,BOTH,['EXT_2_2_ACTIVE_FILL_DI']
H3.12,H3.12,H,3.12,Tag_2FILL2CMPLT,"""_2FILL2CMPLT""",BOOL,BOTH,['EXT_2_2_FINISH_FILL_DI']
H3.13,H3.13,H,3.13,Tag_2HEAT2STRT,"""_2HEAT2STRT""",BOOL,BOTH,"['EXT_2_2_ACTIVE_HU_DI', 'EXT_2_2_ACTIVE_HU_DI_1', 'EXT_2_2_ACTIVE_HU_DI_2']"
H3.14,H3.14,H,3.14,Tag_2HEAT2CMPLT,"""_2HEAT2CMPLT""",BOOL,BOTH,"['EXT_2_2_FINISH_HU_DI', 'EXT_2_2_FINISH_HU_DI_1']"
H3.15,H3.15,H,3.15,Tag_2COOK2CMPLT,"""_2COOK2CMPLT""",BOOL,BOTH,['EXT_2_2_FINISH_COOK_DI']
H4,H4,H,4,EXT_ADDR_H4,,BOOL,PLC,[]
H4.00,H4.00,H,4.00,Tag_2DROP2STRT,"""_2DROP2STRT""",BOOL,BOTH,['EXT_2_2_ACTIVE_DROP_DI']
H4.01,H4.01,H,4.01,Tag_2DROP2CMPLT,"""_2DROP2CMPLT""",BOOL,BOTH,"['EXT_2_2_FINISH_DROP_DI', 'EXT_2_2_FINISH_DROP_DI_1']"
H4.02,H4.02,H,4.02,Tag_2SET2COMP,"""_2SET2COMP""",BOOL,BOTH,['EXT_2_2_FINISH_SET_DI']
H4.03,H4.03,H,4.03,Tag_2TRNSFR2STRT,"""_2TRNSFR2STRT""",BOOL,BOTH,['EXT_2_2_ACTIVE_TRAN_DI']
H4.04,H4.04,H,4.04,Tag_2TRANSFR2CMPLT,"""_2TRANSFR2CMPLT""",BOOL,BOTH,['EXT_2_2_FINISH_TRAN_DI']
H4.05,H4.05,H,4.05,Tag_2FILL3STRT,"""_2FILL3STRT""",BOOL,BOTH,['EXT_2_3_ACTIVE_FILL_DI']
H4.06,H4.06,H,4.06,Tag_2HEAT3START,"""_2HEAT3START""",BOOL,BOTH,"['EXT_2_3_ACTIVE_HU_DI', 'EXT_2_3_ACTIVE_HU_DI_1', 'EXT_2_3_ACTIVE_HU_DI_2']"
H4.07,H4.07,H,4.07,Tag_2HEAT3CMPLT,"""_2HEAT3CMPLT""",BOOL,BOTH,"['EXT_2_3_FINISH_HU_DI', 'EXT_2_3_FINISH_HU_DI_1']"
H4.08,H4.08,H,4.08,Tag_2COOK3CMPLT,"""_2COOK3CMPLT""",BOOL,BOTH,['EXT_2_3_FINISH_COOK_DI']
H4.09,H4.09,H,4.09,Tag_2DROP3STRT,"""_2DROP3STRT""",BOOL,BOTH,['EXT_2_3_ACTIVE_DROP_DI']
H4.10,H4.10,H,4.10,Tag_2DROP3CMPLT,"""_2DROP3CMPLT""",BOOL,BOTH,"['EXT_2_3_FINISH_DROP_DI', 'EXT_2_3_FINISH_DROP_DI_1']"
H4.11,H4.11,H,4.11,Tag_2SETL3CMPLT,"""_2SETL3CMPLT""",BOOL,BOTH,['EXT_2_3_FINISH_SET_DI']
H4.12,H4.12,H,4.12,Tag_2TRNSFR3STRT,"""_2TRNSFR3STRT""",BOOL,BOTH,['EXT_2_3_ACTIVE_TRAN_DI']
H4.13,H4.13,H,4.13,Tag_2TRNSFR3CMPLT,"""_2TRNSFR3CMPLT""",BOOL,BOTH,['EXT_2_3_FINISH_TRAN_DI']
H4.14,H4.14,H,4.14,Tag_2WF4STRT,"""_2WF4STRT""",BOOL,BOTH,['EXT_2_4_ACTIVE_WF_FILL_DI']
H4.15,H4.15,H,4.15,Tag_2WFADDCMPLT,"""_2WFADDCMPLT""",BOOL,BOTH,['EXT_2_4_FINISH_WF_FILL_DI']
H5,H5,H,5,EXT_ADDR_H5,,BOOL,PLC,[]
H5.00,H5.00,H,5.00,Tag_2FILL4STRT,"""_2FILL4STRT""",BOOL,BOTH,['EXT_2_4_ACTIVE_FILL_DI']
H5.01,H5.01,H,5.01,EXT_ADDR_H5_01,,BOOL,PLC,[]
H5.02,H5.02,H,5.02,Tag_2HEAT4STRT,"""_2HEAT4STRT""",BOOL,BOTH,"['EXT_2_4_ACTIVE_HU_DI', 'EXT_2_4_ACTIVE_HU_DI_1', 'EXT_2_4_ACTIVE_HU_DI_2']"
H5.03,H5.03,H,5.03,Tag_2HEAT4CMPLT,"""_2HEAT4CMPLT""",BOOL,BOTH,"['EXT_2_4_FINISH_HU_DI', 'EXT_2_4_FINISH_HU_DI_1']"
H5.04,H5.04,H,5.04,Tag_2COOK4CMPLT,"""_2COOK4CMPLT""",BOOL,BOTH,['EXT_2_4_FINISH_COOK_DI']
